"","cdatetime","district","crime_level","longitude","latitude","registry_number","sum_acomulated","mean_acomulated"
"1926",2006-01-09,4,7,-121.5389783,38.5077414,1926,8971,4.65784008307373
"1927",2006-01-09,5,7,-121.5022861,38.47692818,1927,8978,4.65905552672548
"1928",2006-01-09,4,5,-121.5225871,38.51995472,1928,8983,4.65923236514523
"1929",2006-01-09,3,4,-121.4732784,38.57223488,1929,8987,4.65889061689995
"1930",2006-01-09,5,1,-121.4408522,38.44878699,1930,8988,4.65699481865285
"1931",2006-01-09,3,4,-121.4926364,38.57798346,1931,8992,4.65665458311756
"1932",2006-01-09,3,4,-121.4745346,38.56931341,1932,8996,4.65631469979296
"1933",2006-01-09,6,1,-121.458959,38.5467716,1933,8997,4.65442317640973
"1934",2006-01-09,3,1,-121.485061,38.59279731,1934,8998,4.65253360910031
"1935",2006-01-09,4,4,-121.4831624,38.55689118,1935,9002,4.65219638242894
"1936",2006-01-09,1,1,-121.5195671,38.61866401,1936,9003,4.65030991735537
"1937",2006-01-09,2,1,-121.4568936,38.64404243,1937,9004,4.64842540010325
"1938",2006-01-09,1,6,-121.4959999,38.63020663,1938,9010,4.64912280701754
"1939",2006-01-09,6,4,-121.440535,38.52498825,1939,9014,4.64878803506962
"1940",2006-01-09,5,4,-121.4323938,38.4616929,1940,9018,4.64845360824742
"1941",2006-01-09,3,1,-121.485061,38.59279731,1941,9019,4.64657393096342
"1942",2006-01-09,3,3,-121.4602865,38.56588957,1942,9022,4.64572605561277
"1943",2006-01-09,3,5,-121.3940644,38.54818818,1943,9027,4.64590838908904
"1944",2006-01-09,4,8,-121.5113897,38.52691284,1944,9035,4.64763374485597
"1945",2006-01-09,1,6,-121.5183604,38.67811932,1945,9041,4.64832904884319
"1946",2006-01-09,2,4,-121.4265596,38.61118933,1946,9045,4.64799588900308
"1947",2006-01-09,3,3,-121.4745537,38.5752667,1947,9048,4.64714946070878
"1948",2006-01-09,5,6,-121.43386,38.47059147,1948,9054,4.64784394250513
"1949",2006-01-09,6,3,-121.4421196,38.52394421,1949,9057,4.6469984607491
"1950",2006-01-09,2,4,-121.4469922,38.65887585,1950,9061,4.64666666666667
"1951",2006-01-09,5,6,-121.49092,38.47732902,1951,9067,4.6473603280369
"1952",2006-01-09,3,4,-121.4648897,38.57188611,1952,9071,4.64702868852459
"1953",2006-01-09,6,1,-121.4460953,38.54674644,1953,9072,4.64516129032258
"1954",2006-01-09,1,7,-121.5028488,38.63449242,1954,9079,4.64636642784033
"1955",2006-01-09,3,2,-121.4648897,38.57188611,1955,9081,4.64501278772379
"1956",2006-01-09,4,6,-121.4757666,38.503518,1956,9087,4.64570552147239
"1957",2006-01-09,2,4,-121.446158,38.62427027,1957,9091,4.64537557485948
"1958",2006-01-09,5,1,-121.4501724,38.48274139,1958,9092,4.64351378958121
"1959",2006-01-09,5,3,-121.42717,38.47421612,1959,9095,4.64267483409903
"1960",2006-01-09,3,3,-121.4876958,38.57815667,1960,9098,4.64183673469388
"1961",2006-01-09,5,3,-121.4401567,38.44752323,1961,9101,4.64099949005609
"1962",2006-01-09,4,5,-121.5250509,38.51685646,1962,9106,4.64118246687054
"1963",2006-01-09,4,6,-121.4920577,38.55019478,1963,9112,4.64187468160978
"1964",2006-01-09,4,1,-121.479149,38.53085814,1964,9113,4.64002036659878
"1965",2006-01-09,4,7,-121.5079025,38.49525938,1965,9120,4.6412213740458
"1966",2006-01-09,6,1,-121.4520421,38.5473157,1966,9121,4.63936927772126
"1967",2006-01-09,6,1,-121.4538401,38.54675579,1967,9122,4.63751906456533
"1968",2006-01-09,3,3,-121.4682622,38.57602331,1968,9125,4.63668699186992
"1969",2006-01-09,4,5,-121.5072531,38.56559378,1969,9130,4.63687150837989
"1970",2006-01-09,4,1,-121.5096362,38.54910632,1970,9131,4.63502538071066
"1971",2006-01-09,3,1,-121.5014996,38.58062786,1971,9132,4.63318112633181
"1972",2006-01-09,3,3,-121.4162358,38.57009677,1972,9135,4.63235294117647
"1973",2006-01-09,5,1,-121.4341184,38.4511981,1973,9136,4.63051191079574
"1974",2006-01-09,2,5,-121.4490547,38.61315477,1974,9141,4.6306990881459
"1975",2006-01-09,3,7,-121.413324,38.56689949,1975,9148,4.63189873417722
"1976",2006-01-09,2,7,-121.42747,38.60154457,1976,9155,4.6330971659919
"1977",2006-01-09,5,1,-121.471758,38.48278711,1977,9156,4.63125948406677
"1978",2006-01-09,5,1,-121.4462157,38.47985848,1978,9157,4.62942366026289
"1979",2006-01-09,6,5,-121.422371,38.50440869,1979,9162,4.62961091460333
"1980",2006-01-09,6,4,-121.4662305,38.55630084,1980,9166,4.62929292929293
"1981",2006-01-09,1,6,-121.5161468,38.65847399,1981,9172,4.62998485613327
"1982",2006-01-09,3,4,-121.4906436,38.57929276,1982,9176,4.62966700302725
"1983",2006-01-09,1,6,-121.5161468,38.65847399,1983,9182,4.63035804336863
"1984",2006-01-09,4,4,-121.5390906,38.50388656,1984,9186,4.63004032258065
"1985",2006-01-09,4,3,-121.5067911,38.56665175,1985,9189,4.62921914357683
"1986",2006-01-09,2,1,-121.4487064,38.61112661,1986,9190,4.62739174219537
"1987",2006-01-09,6,1,-121.4712461,38.54392319,1987,9191,4.62556618017111
"1988",2006-01-09,5,7,-121.4223876,38.47038918,1988,9198,4.62676056338028
"1989",2006-01-09,2,2,-121.4444846,38.61755666,1989,9200,4.62543991955757
"1990",2006-01-09,5,5,-121.4644874,38.48149327,1990,9205,4.62562814070352
"1991",2006-01-09,4,8,-121.5196666,38.47765523,1991,9213,4.6273229532898
"1992",2006-01-09,1,3,-121.5007778,38.61728024,1992,9216,4.62650602409639
"1993",2006-01-09,1,1,-121.4755286,38.6296517,1993,9217,4.62468640240843
"1994",2006-01-09,4,4,-121.5018595,38.52007051,1994,9221,4.62437311935807
"1995",2006-01-09,2,5,-121.4473381,38.61112009,1995,9226,4.62456140350877
"1996",2006-01-09,3,5,-121.4940462,38.57551005,1996,9231,4.624749498998
"1997",2006-01-09,5,1,-121.4503108,38.47429277,1997,9232,4.6229344016024
"1998",2006-01-09,2,5,-121.4253528,38.62197217,1998,9237,4.62312312312312
"1999",2006-01-09,6,7,-121.4641035,38.55595051,1999,9244,4.62431215607804
"2000",2006-01-09,2,3,-121.4251692,38.62477487,2000,9247,4.6235
"2001",2006-01-09,3,4,-121.5052755,38.58245363,2001,9251,4.6231884057971
"2002",2006-01-09,2,3,-121.4322662,38.62192663,2002,9254,4.62237762237762
"2003",2006-01-09,3,2,-121.4836896,38.58601422,2003,9256,4.62106839740389
"2004",2006-01-09,4,5,-121.5203336,38.48340799,2004,9261,4.62125748502994
"2005",2006-01-09,4,5,-121.5431042,38.51177507,2005,9266,4.6214463840399
"2006",2006-01-09,3,4,-121.4693599,38.56342448,2006,9270,4.62113659022931
"2007",2006-01-09,3,6,-121.4817665,38.591168,2007,9276,4.62182361733931
"2008",2006-01-09,2,5,-121.4476543,38.61140992,2008,9281,4.62201195219123
"2009",2006-01-09,5,5,-121.4601374,38.48020167,2009,9286,4.62220009955202
"2010",2006-01-09,2,1,-121.4322662,38.62192663,2010,9287,4.62039800995025
"2011",2006-01-09,1,4,-121.5055312,38.63589608,2011,9291,4.62008950770761
"2012",2006-01-09,2,1,-121.4581841,38.60785424,2012,9292,4.6182902584493
"2013",2006-01-09,5,5,-121.4684313,38.48151147,2013,9297,4.61847988077496
"2014",2006-01-09,4,5,-121.506385,38.56215492,2014,9302,4.61866931479643
"2015",2006-01-09,4,6,-121.515754,38.53385644,2015,9308,4.61935483870968
"2016",2006-01-09,6,4,-121.4274605,38.51599171,2016,9312,4.61904761904762
"2017",2006-01-09,3,3,-121.4920473,38.58358534,2017,9315,4.61824491819534
"2018",2006-01-09,2,2,-121.4257137,38.64278274,2018,9317,4.61694747274529
"2019",2006-01-09,4,5,-121.4790449,38.55805348,2019,9322,4.617137196632
"2020",2006-01-09,4,4,-121.4827348,38.49575914,2020,9326,4.61683168316832
"2021",2006-01-09,1,2,-121.5000769,38.61890556,2021,9328,4.61553686293914
"2022",2006-01-09,4,5,-121.5321939,38.48340441,2022,9333,4.61572700296736
"2023",2006-01-09,5,6,-121.4790738,38.48272145,2023,9339,4.61641127039051
"2024",2006-01-09,3,5,-121.4906793,38.57772224,2024,9344,4.61660079051383
"2025",2006-01-09,4,2,-121.4790156,38.5543985,2025,9346,4.61530864197531
"2026",2006-01-09,3,1,-121.4973304,38.58003319,2026,9347,4.61352418558736
"2027",2006-01-09,1,3,-121.5043183,38.65877823,2027,9350,4.61272816970893
"2028",2006-01-09,3,5,-121.4740683,38.57042066,2028,9355,4.6129191321499
"2029",2006-01-09,6,1,-121.4711067,38.55234985,2029,9356,4.61113849186791
"2030",2006-01-09,4,3,-121.4900812,38.51018598,2030,9359,4.61034482758621
"2031",2006-01-09,6,7,-121.464715,38.54528535,2031,9366,4.61152141802068
"2032",2006-01-09,1,5,-121.4962856,38.61949324,2032,9371,4.6117125984252
"2033",2006-01-09,4,4,-121.534651,38.48214296,2033,9375,4.61141170683719
"2034",2006-01-09,2,3,-121.455557,38.61138144,2034,9378,4.61061946902655
"2035",2006-01-09,6,1,-121.4715398,38.55477924,2035,9379,4.60884520884521
"2036",2006-01-09,4,7,-121.5212433,38.49466185,2036,9386,4.61001964636542
"2037",2006-01-09,2,4,-121.4487064,38.61112661,2037,9390,4.60972017673049
"2038",2006-01-09,2,5,-121.4535138,38.61950804,2038,9395,4.6099116781158
"2039",2006-01-09,6,1,-121.4494106,38.524921,2039,9396,4.60814124570868
"2040",2006-01-09,6,1,-121.4439667,38.54215599,2040,9397,4.60637254901961
"2041",2006-01-09,3,5,-121.4666533,38.56944762,2041,9402,4.60656540911318
"2042",2006-01-09,3,7,-121.43864,38.55792771,2042,9409,4.6077375122429
"2043",2006-01-09,1,5,-121.4869215,38.6259957,2043,9414,4.6079295154185
"2044",2006-01-09,6,6,-121.4243203,38.54783739,2044,9420,4.60861056751468
"2045",2006-01-09,6,1,-121.4671318,38.55128541,2045,9421,4.60684596577017
"2046",2006-01-09,2,2,-121.4262601,38.59577758,2046,9423,4.60557184750733
"2047",2006-01-09,3,5,-121.411779,38.55575132,2047,9428,4.60576453346361
"2048",2006-01-09,1,5,-121.4746566,38.61972393,2048,9433,4.60595703125
"2049",2006-01-09,1,4,-121.4978994,38.62741952,2049,9437,4.60566129819424
"2050",2006-01-09,3,4,-121.4260374,38.57562396,2050,9441,4.60536585365854
"2051",2006-01-09,5,4,-121.4549077,38.48617977,2051,9445,4.60507069722087
"2052",2006-01-09,1,4,-121.4745819,38.64316291,2052,9449,4.60477582846004
"2053",2006-01-09,2,7,-121.4520581,38.59714644,2053,9456,4.60594252313687
"2054",2006-01-09,2,5,-121.4534502,38.6474367,2054,9461,4.60613437195716
"2055",2006-01-09,1,7,-121.4745819,38.64316291,2055,9468,4.60729927007299
"2056",2006-01-09,4,4,-121.4990149,38.52199137,2056,9472,4.60700389105058
"2057",2006-01-09,1,5,-121.5198701,38.61732525,2057,9477,4.60719494409334
"2058",2006-01-09,1,4,-121.5066925,38.62896755,2058,9481,4.60689990281827
"2059",2006-01-09,6,1,-121.4647075,38.54395353,2059,9482,4.60514813016027
"2060",2006-01-09,2,5,-121.4485,38.60930781,2060,9487,4.60533980582524
"2061",2006-01-09,4,1,-121.4787544,38.50686233,2061,9488,4.60359049005337
"2062",2006-01-09,6,3,-121.4538401,38.54675579,2062,9491,4.60281280310378
"2063",2006-01-09,2,6,-121.4278524,38.62147929,2063,9497,4.60349006301503
"2064",2006-01-09,6,3,-121.4473287,38.525636,2064,9500,4.60271317829457
"2065",2006-01-09,5,2,-121.4270863,38.47245555,2065,9502,4.60145278450363
"2066",2006-01-09,3,7,-121.4747124,38.5793726,2066,9509,4.6026137463698
"2067",2006-01-09,2,7,-121.4389474,38.62247542,2067,9516,4.60377358490566
"2068",2006-01-09,1,7,-121.5028488,38.63449242,2068,9523,4.60493230174081
"2069",2006-01-09,1,7,-121.5168735,38.67732505,2069,9530,4.60608989850169
"2070",2006-01-09,4,5,-121.4800628,38.51434816,2070,9535,4.60628019323671
"2071",2006-01-09,1,5,-121.4919849,38.61542969,2071,9540,4.60647030420087
"2072",2006-01-09,2,1,-121.4216347,38.64191945,2072,9541,4.60472972972973
"2073",2006-01-09,2,3,-121.426719,38.62009248,2073,9544,4.60395561987458
"2074",2006-01-09,3,3,-121.4856685,38.59007055,2074,9547,4.60318225650916
"2075",2006-01-09,4,7,-121.5374388,38.48538062,2075,9554,4.60433734939759
"2076",2006-01-09,6,7,-121.458819,38.55462435,2076,9561,4.60549132947977
"2077",2006-01-09,2,1,-121.4461725,38.61474191,2077,9562,4.60375541646606
"2078",2006-01-09,6,3,-121.4374105,38.54221766,2078,9565,4.60298363811357
"2079",2006-01-09,1,5,-121.5005071,38.61295423,2079,9570,4.6031746031746
"2080",2006-01-09,2,8,-121.420291,38.60307405,2080,9578,4.60480769230769
"2081",2006-01-09,5,5,-121.4189709,38.47433721,2081,9583,4.60499759730899
"2082",2006-01-09,5,5,-121.4381169,38.45471595,2082,9588,4.60518731988473
"2083",2006-01-09,6,7,-121.43427,38.52555366,2083,9595,4.60633701392223
"2084",2006-01-09,2,1,-121.4278524,38.62147929,2084,9596,4.60460652591171
"2085",2006-01-09,5,7,-121.4598152,38.47614715,2085,9603,4.60575539568345
"2086",2006-01-09,2,5,-121.4448995,38.62406654,2086,9608,4.60594439117929
"2087",2006-01-09,3,7,-121.4274073,38.55269382,2087,9615,4.60709151892669
"2088",2006-01-09,1,3,-121.5000765,38.61696967,2088,9618,4.60632183908046
"2089",2006-01-09,5,5,-121.4395992,38.47587793,2089,9623,4.60651029200574
"2090",2006-01-09,2,5,-121.4408906,38.63936687,2090,9628,4.6066985645933
"2091",2006-01-09,6,2,-121.4681974,38.53450711,2091,9630,4.60545193687231
"2092",2006-01-09,2,5,-121.4534085,38.627317,2092,9635,4.60564053537285
"2093",2006-01-09,3,8,-121.4974099,38.58314743,2093,9643,4.60726230291448
"2094",2006-01-09,6,1,-121.4629583,38.53944483,2094,9644,4.60553963705826
"2095",2006-01-10,3,7,-121.4787306,38.56374165,2095,9651,4.60668257756563
"2096",2006-01-10,3,7,-121.4688872,38.58276198,2096,9658,4.60782442748092
"2097",2006-01-10,6,1,-121.4448282,38.52983357,2097,9659,4.60610395803529
"2098",2006-01-10,3,7,-121.5003415,38.57615249,2098,9666,4.60724499523356
"2099",2006-01-10,4,6,-121.4830904,38.52532078,2099,9672,4.60790852787041
"2100",2006-01-10,1,7,-121.5270363,38.66298106,2100,9679,4.60904761904762
"2101",2006-01-10,2,7,-121.4244182,38.61199425,2101,9686,4.61018562589243
"2102",2006-01-10,5,2,-121.491965,38.4890423,2102,9688,4.60894386298763
"2103",2006-01-10,3,7,-121.4841051,38.57500761,2103,9695,4.61008083689967
"2104",2006-01-10,1,7,-121.4966948,38.62648616,2104,9702,4.61121673003802
"2105",2006-01-10,6,7,-121.4417342,38.54327657,2105,9709,4.61235154394299
"2106",2006-01-10,5,4,-121.4370462,38.45543018,2106,9713,4.61206077872745
"2107",2006-01-10,3,3,-121.4870224,38.58618556,2107,9716,4.61129568106312
"2108",2006-01-10,5,5,-121.4546419,38.47431603,2108,9721,4.61148007590133
"2109",2006-01-10,6,2,-121.4647218,38.54718283,2109,9723,4.61024182076814
"2110",2006-01-10,1,7,-121.541883,38.65798545,2110,9730,4.61137440758294
"2111",2006-01-10,3,2,-121.4642474,38.57498057,2111,9732,4.61013737565135
"2112",2006-01-10,3,7,-121.4884229,38.58506592,2112,9739,4.61126893939394
"2113",2006-01-10,2,6,-121.3815598,38.63862878,2113,9745,4.6119261713204
"2114",2006-01-10,2,5,-121.4426884,38.62346829,2114,9750,4.61210974456008
"2115",2006-01-10,3,4,-121.4935219,38.57100991,2115,9754,4.61182033096927
"2116",2006-01-10,1,1,-121.4755625,38.61124309,2116,9755,4.61011342155009
"2117",2006-01-10,6,5,-121.406008,38.51048773,2117,9760,4.61029759093056
"2118",2006-01-10,3,7,-121.417918,38.56412181,2118,9767,4.61142587346553
"2119",2006-01-10,6,9,-121.4517155,38.54066622,2119,9776,4.61349693251534
"2120",2006-01-10,1,8,-121.5324558,38.64674718,2120,9784,4.61509433962264
"2121",2006-01-10,4,5,-121.5139178,38.50111994,2121,9789,4.61527581329562
"2122",2006-01-10,1,5,-121.5191764,38.62210853,2122,9794,4.61545711592837
"2123",2006-01-10,6,7,-121.4304905,38.51995809,2123,9801,4.61658031088083
"2124",2006-01-10,6,5,-121.4304905,38.51995809,2124,9806,4.61676082862524
"2125",2006-01-10,4,3,-121.4990149,38.52199137,2125,9809,4.616
"2126",2006-01-10,5,6,-121.4891676,38.47764806,2126,9815,4.61665098777046
"2127",2006-01-10,2,5,-121.4286169,38.5985901,2127,9820,4.61683121767748
"2128",2006-01-10,2,5,-121.4655275,38.61188095,2128,9825,4.61701127819549
"2129",2006-01-10,3,1,-121.4775255,38.58215599,2129,9826,4.61531235321747
"2130",2006-01-10,3,7,-121.4248243,38.57294064,2130,9833,4.61643192488263
"2131",2006-01-10,2,5,-121.4646484,38.60590997,2131,9838,4.61661191928672
"2132",2006-01-10,3,7,-121.4442104,38.56519016,2132,9845,4.61772983114447
"2133",2006-01-10,4,1,-121.4827938,38.50305262,2133,9846,4.61603375527426
"2134",2006-01-10,4,4,-121.4990149,38.52199137,2134,9850,4.61574507966261
"2135",2006-01-10,2,1,-121.4316422,38.62599581,2135,9851,4.61405152224824
"2136",2006-01-10,2,2,-121.4504318,38.6161187,2136,9853,4.61282771535581
"2137",2006-01-10,3,7,-121.4802163,38.57871645,2137,9860,4.61394478240524
"2138",2006-01-10,2,1,-121.434294,38.62354293,2138,9861,4.61225444340505
"2139",2006-01-10,5,3,-121.4803322,38.47732859,2139,9864,4.61150070126227
"2140",2006-01-10,1,7,-121.4784703,38.62996703,2140,9871,4.61261682242991
"2141",2006-01-10,4,4,-121.5169435,38.50634715,2141,9875,4.61233068659505
"2142",2006-01-10,1,7,-121.5027381,38.67745476,2142,9882,4.61344537815126
"2143",2006-01-10,2,1,-121.433145,38.62541828,2143,9883,4.61175921605226
"2144",2006-01-10,2,1,-121.429178,38.63647046,2144,9884,4.61007462686567
"2145",2006-01-10,1,4,-121.5129034,38.64420903,2145,9888,4.60979020979021
"2146",2006-01-10,3,6,-121.4714654,38.58088731,2146,9894,4.61043802423113
"2147",2006-01-10,2,1,-121.433145,38.62541828,2147,9895,4.60875640428505
"2148",2006-01-10,3,2,-121.4979339,38.58026647,2148,9897,4.60754189944134
"2149",2006-01-10,1,7,-121.5277369,38.66719342,2149,9904,4.60865518845975
"2150",2006-01-10,4,1,-121.4827604,38.49850245,2150,9905,4.60697674418605
"2151",2006-01-10,2,1,-121.4392211,38.6183743,2151,9906,4.60529986052999
"2152",2006-01-10,6,5,-121.3905289,38.51055822,2152,9911,4.60548327137546
"2153",2006-01-10,1,5,-121.4951282,38.66234122,2153,9916,4.60566651184394
"2154",2006-01-10,4,7,-121.5277277,38.50635324,2154,9923,4.60677808727948
"2155",2006-01-10,5,1,-121.4769699,38.48664963,2155,9924,4.60510440835267
"2156",2006-01-10,2,6,-121.456513,38.60992783,2156,9930,4.60575139146568
"2157",2006-01-10,3,8,-121.4646165,38.56587673,2157,9938,4.60732498840983
"2158",2006-01-10,1,5,-121.4866655,38.62363032,2158,9943,4.60750695088044
"2159",2006-01-10,1,7,-121.5000769,38.61890556,2159,9950,4.60861509958314
"2160",2006-01-10,6,7,-121.4284607,38.5425445,2160,9957,4.60972222222222
"2161",2006-01-10,2,1,-121.4290136,38.62595817,2161,9958,4.60805182785747
"2162",2006-01-10,6,4,-121.4711067,38.55234985,2162,9962,4.60777058279371
"2163",2006-01-10,3,1,-121.4406785,38.56913281,2163,9963,4.60610263522885
"2164",2006-01-10,6,6,-121.4254625,38.54146972,2164,9969,4.60674676524954
"2165",2006-01-10,5,2,-121.4465943,38.47427504,2165,9971,4.60554272517321
"2166",2006-01-10,6,5,-121.4448282,38.52983357,2166,9976,4.60572483841182
"2167",2006-01-10,2,1,-121.4650379,38.64681802,2167,9977,4.60406091370558
"2168",2006-01-10,1,1,-121.4902491,38.61589986,2168,9978,4.60239852398524
"2169",2006-01-10,6,2,-121.416555,38.53876157,2169,9980,4.60119870908253
"2170",2006-01-10,6,3,-121.4134753,38.5395643,2170,9983,4.60046082949309
"2171",2006-01-10,6,5,-121.427517,38.52507559,2171,9988,4.60064486411792
"2172",2006-01-10,1,6,-121.5556894,38.65550746,2172,9994,4.60128913443831
"2173",2006-01-10,3,4,-121.4827568,38.57715166,2173,9998,4.60101242521859
"2174",2006-01-10,2,5,-121.4527905,38.61341962,2174,10003,4.60119595216191
"2175",2006-01-10,2,1,-121.433145,38.62541828,2175,10004,4.59954022988506
"2176",2006-01-10,3,7,-121.3802811,38.5545627,2176,10011,4.60064338235294
"2177",2006-01-10,4,5,-121.5298585,38.51446243,2177,10016,4.60082682590721
"2178",2006-01-10,6,5,-121.4056953,38.53630908,2178,10021,4.6010101010101
"2179",2006-01-10,2,1,-121.4318753,38.62529673,2179,10022,4.59935750344195
"2180",2006-01-10,3,1,-121.491401,38.56382548,2180,10023,4.59770642201835
"2181",2006-01-10,2,1,-121.4301867,38.63466859,2181,10024,4.59605685465383
"2182",2006-01-10,2,5,-121.468398,38.62868558,2182,10029,4.59624197983501
"2183",2006-01-10,5,7,-121.4376744,38.47943831,2183,10036,4.59734310581768
"2184",2006-01-10,4,5,-121.4919171,38.52475578,2184,10041,4.59752747252747
"2185",2006-01-10,5,6,-121.4673944,38.49407763,2185,10047,4.59816933638444
"2186",2006-01-10,5,6,-121.4174193,38.46499591,2186,10053,4.59881061299177
"2187",2006-01-10,6,2,-121.471396,38.55766731,2187,10055,4.5976223136717
"2188",2006-01-10,2,1,-121.4366726,38.62020172,2188,10056,4.59597806215722
"2189",2006-01-10,2,3,-121.4341446,38.6220841,2189,10059,4.59524897213339
"2190",2006-01-10,3,2,-121.4841374,38.59278496,2190,10061,4.59406392694064
"2191",2006-01-10,1,1,-121.4719599,38.61142717,2191,10062,4.59242355089
"2192",2006-01-10,2,1,-121.442601,38.61449687,2192,10063,4.59078467153285
"2193",2006-01-10,2,2,-121.4487064,38.61112661,2193,10065,4.58960328317373
"2194",2006-01-10,1,6,-121.4959999,38.63020663,2194,10071,4.59024612579763
"2195",2006-01-10,3,5,-121.4251955,38.56853798,2195,10076,4.59043280182232
"2196",2006-01-10,3,2,-121.4984069,38.5791674,2196,10078,4.58925318761384
"2197",2006-01-10,6,3,-121.4254625,38.54146972,2197,10081,4.58852981338188
"2198",2006-01-10,3,1,-121.4890397,38.5692795,2198,10082,4.58689717925387
"2199",2006-01-10,5,6,-121.4859396,38.48934244,2199,10088,4.58753979081401
"2200",2006-01-10,2,1,-121.4659998,38.62218315,2200,10089,4.58590909090909
"2201",2006-01-10,2,5,-121.4493987,38.63024715,2201,10094,4.58609722853249
"2202",2006-01-10,3,3,-121.4745497,38.58388345,2202,10097,4.58537693006358
"2203",2006-01-10,4,6,-121.5119629,38.52078633,2203,10103,4.58601906491148
"2204",2006-01-10,2,5,-121.4529308,38.6161168,2204,10108,4.58620689655172
"2205",2006-01-10,5,7,-121.4784328,38.48199912,2205,10115,4.58730158730159
"2206",2006-01-10,3,7,-121.3980671,38.5474759,2206,10122,4.58839528558477
"2207",2006-01-10,4,6,-121.5346969,38.50298477,2207,10128,4.58903488898958
"2208",2006-01-10,3,6,-121.5011657,38.58184562,2208,10134,4.58967391304348
"2209",2006-01-10,4,6,-121.5346969,38.50298477,2209,10140,4.59031235853327
"2210",2006-01-10,3,4,-121.3940644,38.54818818,2210,10144,4.59004524886878
"2211",2006-01-10,5,6,-121.4656033,38.48455742,2211,10150,4.5906829488919
"2212",2006-01-10,4,3,-121.5069385,38.53317666,2212,10153,4.58996383363472
"2213",2006-01-10,2,6,-121.3815598,38.63862878,2213,10159,4.59060099412562
"2214",2006-01-10,3,3,-121.3998489,38.55804061,2214,10162,4.58988256549232
"2215",2006-01-10,5,5,-121.4516915,38.48371518,2215,10167,4.59006772009029
"2216",2006-01-10,3,6,-121.48052,38.57160034,2216,10173,4.59070397111913
"2217",2006-01-10,5,7,-121.4611611,38.48574227,2217,10180,4.59179070816419
"2218",2006-01-10,6,8,-121.4647617,38.53952458,2218,10188,4.59332732191163
"2219",2006-01-10,4,1,-121.5122704,38.5601973,2219,10189,4.59170797656602
"2220",2006-01-10,2,2,-121.455905,38.63410573,2220,10191,4.59054054054054
"2221",2006-01-10,3,3,-121.4836302,38.57150442,2221,10194,4.58982440342188
"2222",2006-01-10,2,5,-121.4394524,38.62991663,2222,10199,4.59000900090009
"2223",2006-01-10,3,2,-121.5032275,38.58165678,2223,10201,4.58884390463338
"2224",2006-01-10,2,5,-121.4211729,38.59875634,2224,10206,4.58902877697842
"2225",2006-01-10,6,2,-121.4684935,38.55155803,2225,10208,4.58786516853933
"2226",2006-01-10,6,6,-121.4409152,38.51750189,2226,10214,4.5884995507637
"2227",2006-01-10,4,4,-121.4828349,38.49689915,2227,10218,4.58823529411765
"2228",2006-01-10,2,6,-121.3815598,38.63862878,2228,10224,4.58886894075404
"2229",2006-01-10,3,5,-121.4863575,38.58573502,2229,10229,4.58905338716913
"2230",2006-01-10,2,1,-121.4220758,38.60781149,2230,10230,4.58744394618834
"2231",2006-01-10,2,1,-121.4478727,38.63472676,2231,10231,4.58583594800538
"2232",2006-01-10,5,7,-121.4226974,38.46791937,2232,10238,4.58691756272401
"2233",2006-01-10,4,4,-121.5235515,38.49590431,2233,10242,4.58665472458576
"2234",2006-01-10,5,7,-121.46994,38.47826995,2234,10249,4.58773500447628
"2235",2006-01-10,2,1,-121.434294,38.62354293,2235,10250,4.58612975391499
"2236",2006-01-10,5,1,-121.4595052,38.49311839,2236,10251,4.5845259391771
"2237",2006-01-10,2,3,-121.4326726,38.64518402,2237,10254,4.58381761287439
"2238",2006-01-10,5,5,-121.4332115,38.46956131,2238,10259,4.5840035746202
"2239",2006-01-10,5,8,-121.4184079,38.46025863,2239,10267,4.58552925413131
"2240",2006-01-10,2,1,-121.4487064,38.61112661,2240,10268,4.58392857142857
"2241",2006-01-10,2,1,-121.4382088,38.61936618,2241,10269,4.58232931726908
"2242",2006-01-10,2,7,-121.4252477,38.60027317,2242,10276,4.58340767172168
"2243",2006-01-10,2,1,-121.4568936,38.64404243,2243,10277,4.58181007579135
"2244",2006-01-10,2,8,-121.4367266,38.63153999,2244,10285,4.58333333333333
"2245",2006-01-10,6,5,-121.4383522,38.51585289,2245,10290,4.58351893095768
"2246",2006-01-10,2,5,-121.4284911,38.6059953,2246,10295,4.58370436331256
"2247",2006-01-10,1,7,-121.5292529,38.66144962,2247,10302,4.58477970627503
"2248",2006-01-10,3,5,-121.4983269,38.56567077,2248,10307,4.58496441281139
"2249",2006-01-10,4,4,-121.5427895,38.4894192,2249,10311,4.58470431302801
"2250",2006-01-10,5,7,-121.4410698,38.47587955,2250,10318,4.58577777777778
"2251",2006-01-10,1,5,-121.5132343,38.64600077,2251,10323,4.58596179475789
"2252",2006-01-10,3,7,-121.4852542,38.56796664,2252,10330,4.58703374777975
"2253",2006-01-10,6,7,-121.4433516,38.53046628,2253,10337,4.58810474922326
"2254",2006-01-10,2,4,-121.4337087,38.62496247,2254,10341,4.58784383318545
"2255",2006-01-10,6,7,-121.4522664,38.52491808,2255,10348,4.58891352549889
"2256",2006-01-10,1,4,-121.4745819,38.64316291,2256,10352,4.5886524822695
"2257",2006-01-10,3,4,-121.3793225,38.55863257,2257,10356,4.58839167035888
"2258",2006-01-10,2,1,-121.4252477,38.60027317,2258,10357,4.58680248007086
